#,Player,Team,GP,MPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,TOV,PF,ORB,DRB,RPG,APG,SPG,BPG,PPG
144,Naz Bohannon,YSU,25,32.9,6.9,13.1,0.526,0.0,0.2,0.16699999999999998,2.7,4.5,0.598,2.6,2.2,3.0,5.2,8.2,3.2,0.7,0.0,16.5
145,Teddy Allen,UNL,22,27.2,6.0,13.3,0.449,2.0,5.3,0.376,2.5,3.7,0.691,2.5,2.2,1.2,3.5,4.7,1.7,1.3,0.0,16.5
146,Jaylen Minnett,IUPUI,16,31.8,5.6,14.5,0.384,2.6,7.8,0.32799999999999996,2.8,3.1,0.88,2.8,2.1,0.2,1.8,2.1,2.9,1.1,0.1,16.4
147,Jaylen Forbes,TU,23,36.1,4.7,12.1,0.385,2.4,6.6,0.368,4.7,5.7,0.818,1.4,2.4,0.9,4.3,5.3,1.0,1.4,0.2,16.4
148,Gerrale Gates,HC,14,32.8,6.4,13.4,0.47600000000000003,0.0,0.0,0.0,3.7,5.0,0.743,2.6,1.9,2.9,4.7,7.6,1.9,0.9,0.7,16.4
149,E.J. Stephens,LC,15,32.5,5.4,11.9,0.455,1.2,3.7,0.327,4.4,4.9,0.904,2.1,2.2,0.2,4.5,4.7,2.5,1.5,0.1,16.4
150,Evan Mobley,USC,33,33.8,6.0,10.3,0.578,0.4,1.2,0.3,4.1,5.8,0.6940000000000001,2.2,1.8,2.7,5.9,8.7,2.4,0.8,2.9,16.4
151,"Duane Washington, Jr.",OSU,31,32.1,5.5,13.5,0.41,2.9,7.7,0.374,2.5,2.9,0.835,2.2,1.6,0.2,3.2,3.4,2.9,0.4,0.0,16.4
152,K.J. Walton,BSU,20,29.3,6.3,11.7,0.5429999999999999,0.0,0.1,0.0,3.6,4.6,0.7929999999999999,2.4,2.4,2.4,3.5,5.9,1.1,1.2,0.2,16.4
153,"Desmond Cambridge, Jr.",UNR,26,31.3,5.7,13.8,0.409,2.7,7.6,0.348,2.4,2.7,0.899,2.0,2.6,0.4,4.1,4.5,2.4,1.0,0.5,16.3
154,Trendon Watford,LSU,28,34.5,6.1,12.6,0.48,0.6,2.0,0.316,3.5,5.4,0.6509999999999999,2.6,2.5,1.7,5.7,7.4,2.9,1.1,0.6,16.3
155,Tyson Etienne,WSU,22,33.8,4.8,12.9,0.371,3.0,7.5,0.392,3.8,5.0,0.757,1.2,1.5,0.6,2.8,3.4,2.5,1.0,0.1,16.3
156,Marcus Domask,SIU,10,33.7,6.0,12.4,0.484,1.4,4.6,0.304,2.9,3.5,0.8290000000000001,2.3,1.6,0.6,3.9,4.5,3.2,0.4,1.0,16.3
157,Spencer Rodgers,KENN,24,32.4,5.7,13.2,0.43200000000000005,2.6,6.6,0.39,2.3,3.0,0.764,2.3,2.5,0.1,3.5,3.6,2.0,1.1,0.2,16.3
158,Quincy Olivari,RU,28,28.7,5.4,13.2,0.408,3.1,7.7,0.409,2.3,2.8,0.823,1.8,1.6,0.8,4.5,5.2,1.0,0.2,0.0,16.2
159,Camren Wynter,DREX,20,36.0,6.2,13.4,0.461,1.7,4.1,0.415,2.1,2.6,0.8270000000000001,2.9,1.9,0.5,3.1,3.6,5.2,0.9,0.1,16.2
160,Emmanuel Miller,TAMU,17,31.1,5.9,10.3,0.5710000000000001,0.0,0.4,0.0,4.5,5.5,0.8170000000000001,2.7,2.1,3.1,5.2,8.2,1.4,0.8,0.1,16.2
161,Jarred Godfrey,IPFW,23,33.8,5.6,12.1,0.46399999999999997,1.9,5.2,0.361,3.1,3.9,0.809,3.3,1.5,0.5,4.9,5.4,3.8,1.6,0.3,16.2
162,Luke Loewe,W&M,17,35.8,5.8,13.2,0.436,1.5,4.9,0.298,3.2,3.7,0.857,1.5,1.6,0.4,3.1,3.4,3.2,1.4,0.0,16.2
163,Ishmael El-Amin,BSU,23,33.6,5.7,14.1,0.401,2.3,7.3,0.317,2.6,2.9,0.8809999999999999,2.4,2.2,0.2,2.8,3.0,2.9,1.3,0.2,16.2
164,E.J. Liddell,OSU,29,29.3,5.4,11.5,0.474,0.9,2.8,0.33799999999999997,4.3,5.8,0.746,1.6,3.0,1.8,4.9,6.7,1.8,0.7,1.1,16.2
165,Ledarrius Brewer,ETSU,24,31.0,5.9,12.6,0.469,2.5,6.4,0.386,1.9,2.7,0.703,2.8,2.1,0.8,3.8,4.5,1.5,1.5,0.5,16.2
166,Zach Freemantle,XAV,21,31.4,6.6,12.8,0.513,1.2,3.7,0.321,1.8,3.0,0.594,2.0,2.3,2.0,7.0,8.9,1.4,0.7,0.9,16.1
167,Anthony Tarke,CSU,22,34.8,5.5,11.6,0.473,1.1,3.5,0.321,4.0,7.1,0.564,3.2,2.2,1.6,6.6,8.2,3.5,2.6,1.9,16.1
168,Javante McCoy,BU,16,31.2,6.0,12.4,0.485,0.9,3.0,0.312,3.2,4.1,0.785,1.9,1.8,1.1,3.4,4.6,2.2,0.8,0.3,16.1
169,Blake Francis,RICH,20,33.5,5.8,13.8,0.424,2.5,6.8,0.36,1.9,2.6,0.75,1.6,2.4,0.3,2.0,2.3,2.1,1.4,0.0,16.1
170,David Jean-Baptiste,UTC,22,34.0,6.0,14.1,0.428,2.7,7.0,0.381,1.3,1.7,0.763,2.0,1.9,0.7,2.6,3.3,2.5,1.6,0.2,16.1
171,Alex Barcello,BYU,27,31.9,5.5,10.6,0.523,2.0,4.1,0.47700000000000004,3.1,3.6,0.856,2.0,1.6,0.5,4.2,4.7,4.3,1.0,0.0,16.1
172,Austin Butler,HC,16,33.6,6.1,12.4,0.495,1.7,3.7,0.45799999999999996,2.1,3.5,0.607,2.3,2.1,2.0,6.8,8.8,1.2,1.6,0.3,16.1
173,Tre Mann,UF,24,32.4,5.5,12.1,0.45899999999999996,1.9,4.7,0.402,3.1,3.7,0.831,2.8,2.4,0.7,5.0,5.6,3.5,1.4,0.1,16.0
174,JaQuori McLaughlin,UCSB,26,32.4,5.3,10.9,0.488,1.6,4.0,0.408,3.8,4.6,0.8320000000000001,2.0,1.5,0.7,2.8,3.5,5.2,1.5,0.2,16.0
175,Sam Hauser,UVA,25,34.2,5.9,11.7,0.503,2.5,6.0,0.41700000000000004,1.7,1.9,0.8959999999999999,1.0,1.6,0.8,6.0,6.8,1.8,0.6,0.4,16.0
176,Ja'Vonte Smart,LSU,28,35.4,5.8,12.6,0.46,2.5,6.2,0.402,1.9,2.2,0.857,2.6,1.6,0.3,3.4,3.7,4.0,1.2,0.1,16.0
177,D.J. Stewart,MSU,33,35.0,5.6,13.8,0.41,1.6,4.6,0.344,3.2,3.9,0.8059999999999999,3.1,1.5,0.5,2.9,3.4,3.1,1.4,0.2,16.0
178,Johnny Juzang,UCLA,27,32.1,5.9,13.4,0.441,2.0,5.8,0.353,2.1,2.4,0.877,1.6,1.9,0.9,3.3,4.1,1.6,0.8,0.3,16.0
179,Chauncey Hawkins,SFC,16,29.1,5.4,11.7,0.465,1.3,3.5,0.375,3.8,5.2,0.735,2.2,1.9,0.3,2.4,2.8,4.4,1.6,0.2,16.0
180,Michael Green III,BU,21,33.9,4.9,13.1,0.373,1.9,5.9,0.325,4.3,5.5,0.7829999999999999,3.6,1.9,0.8,2.9,3.7,3.7,1.3,0.1,16.0
181,Noah Freidel,SDSU,14,30.9,5.4,13.3,0.409,2.7,7.1,0.384,2.4,3.1,0.773,1.7,2.3,0.7,3.5,4.2,2.1,0.9,0.7,16.0
182,Keyontae Johnson,UF,4,20.0,6.2,9.8,0.6409999999999999,0.8,1.8,0.429,2.8,3.5,0.7859999999999999,2.8,1.5,0.5,4.0,4.5,1.2,1.0,0.0,16.0
183,Pedro Bradshaw,BU,22,29.5,5.5,11.0,0.5,0.8,2.3,0.36,4.1,5.0,0.835,1.9,1.5,1.7,5.1,6.9,2.5,1.7,0.5,16.0
184,Tray Maddox,CSUF,16,34.1,5.6,12.5,0.45,2.6,6.3,0.406,2.1,3.2,0.667,1.9,2.0,0.1,2.4,2.5,2.3,0.8,0.1,15.9
185,David Roddy,CSU,28,31.4,5.5,10.8,0.512,0.7,2.6,0.278,4.1,5.2,0.789,2.3,1.9,2.1,7.3,9.4,2.6,0.9,0.7,15.9
186,Shaun Doss,UAPB,25,34.2,5.2,13.5,0.385,1.1,3.9,0.278,4.4,6.4,0.6890000000000001,3.0,2.8,1.4,5.1,6.5,1.4,0.9,0.7,15.9
187,Bodie Hume,UNC,21,32.3,5.5,12.0,0.46,2.5,6.4,0.39299999999999996,2.3,4.3,0.5379999999999999,2.5,2.8,1.5,5.6,7.1,1.2,1.2,1.2,15.9
188,Tajion Jones,UNCA,20,33.5,5.5,11.6,0.478,3.4,8.0,0.425,1.4,2.1,0.6509999999999999,1.0,1.0,0.9,3.1,4.0,0.8,0.8,0.6,15.9
189,Eral Penn,LIU,18,31.0,5.7,10.3,0.557,0.6,1.7,0.32299999999999995,3.9,6.3,0.614,1.2,2.7,3.9,6.6,10.4,1.2,1.9,1.6,15.9
190,Keon Clergeot,SELU,24,32.0,4.1,10.0,0.40700000000000003,1.3,3.9,0.33299999999999996,6.4,8.0,0.802,3.4,3.0,0.8,2.2,3.0,2.2,1.0,0.1,15.9
191,MaCio Teague,BU,30,31.1,5.9,12.3,0.478,2.0,5.1,0.395,2.1,2.6,0.831,1.1,0.9,1.3,2.6,4.0,1.7,0.8,0.4,15.9
192,Makuach Maluach,UNM,22,30.2,5.8,13.1,0.44299999999999995,1.1,3.7,0.29600000000000004,3.1,4.4,0.7190000000000001,2.6,2.6,1.3,4.8,6.1,1.9,1.0,0.5,15.9
193,Gavin Kensmil,SFA,21,28.6,5.8,9.2,0.632,0.0,0.1,0.0,4.2,6.6,0.64,2.2,2.6,3.1,4.0,7.1,1.2,1.4,0.2,15.9
194,Tanner Holden,WRST,24,34.2,5.4,10.3,0.52,0.5,1.8,0.302,4.5,5.7,0.7959999999999999,1.6,1.6,2.6,4.7,7.3,2.7,0.9,0.1,15.8
195,Marcus Zegarowski,CU,29,33.6,5.6,12.0,0.46399999999999997,2.8,6.6,0.42100000000000004,1.9,2.4,0.7859999999999999,2.1,1.9,0.3,3.3,3.6,4.3,1.3,0.1,15.8
196,"Dwight Murray, Jr.",RU,23,37.2,5.7,12.4,0.46,1.5,3.7,0.41700000000000004,2.9,3.4,0.8590000000000001,2.8,1.8,0.5,5.4,6.0,4.1,1.0,0.0,15.8
197,Miles McBride,WVU,29,34.2,5.4,12.5,0.43,1.6,3.8,0.414,3.4,4.2,0.813,1.8,1.7,1.2,2.7,3.9,4.9,1.9,0.3,15.8
198,Marques Warrick,NKU,25,32.4,5.8,12.9,0.45299999999999996,2.1,5.9,0.361,2.0,2.4,0.8170000000000001,1.6,1.4,0.7,1.8,2.5,1.8,0.8,0.2,15.8
199,"Wendell Green, Jr.",EKU,29,30.5,5.4,13.8,0.396,1.7,4.6,0.364,3.2,4.2,0.769,2.8,2.0,0.6,2.8,3.4,5.0,1.6,0.1,15.8
200,Jordan Miller,GMU,20,33.0,5.9,12.8,0.46299999999999997,1.2,3.6,0.33299999999999996,2.8,3.5,0.775,1.9,1.6,2.4,3.6,6.0,2.0,0.9,0.3,15.8
201,Rocky Kreuser,NDSU,27,30.1,5.3,11.4,0.461,1.8,4.9,0.366,3.4,4.0,0.853,1.7,2.7,1.3,5.7,7.0,1.6,0.6,0.7,15.7
202,Jeremiah Robinson-Earl,VILL,25,34.4,6.2,12.5,0.49700000000000005,0.9,3.3,0.28,2.4,3.4,0.7140000000000001,1.6,2.3,2.5,6.0,8.5,2.2,1.0,0.6,15.7
203,R.J. Nembhard,TCU,24,35.0,5.3,13.3,0.4,1.5,4.5,0.33899999999999997,3.5,4.5,0.778,3.6,1.7,0.5,3.8,4.3,4.0,1.1,0.2,15.7
204,Darian Adams,JSU,27,34.0,5.2,12.1,0.428,2.3,6.2,0.369,3.0,4.0,0.7659999999999999,2.8,1.9,0.7,3.9,4.6,3.1,1.0,0.0,15.7
205,Jason Preston,OU,20,34.5,6.3,12.3,0.514,1.6,4.1,0.39,1.4,2.4,0.596,3.0,1.4,1.1,6.2,7.2,7.2,1.4,0.2,15.7
206,Malik Curry,ODU,20,32.4,5.5,12.1,0.456,0.9,2.9,0.32799999999999996,3.8,4.4,0.852,3.0,1.9,0.6,3.1,3.7,3.5,1.9,0.2,15.7
207,Hunter McIntosh,ELON,19,32.9,5.1,13.1,0.391,2.7,7.7,0.354,2.7,3.1,0.897,2.1,2.3,0.7,2.5,3.2,2.3,0.7,0.1,15.7
208,Damion Rosser,UNO,25,34.4,6.2,11.9,0.52,0.2,1.2,0.16699999999999998,3.1,4.0,0.77,2.4,2.8,1.4,6.0,7.4,3.2,1.2,0.8,15.7
209,Ethan Thompson,OSU,33,33.8,4.9,12.1,0.40399999999999997,1.4,4.3,0.32899999999999996,4.5,5.5,0.813,2.6,2.4,0.8,3.2,4.0,3.9,1.2,0.4,15.7
210,Ibi Watson,DAY,24,37.0,5.4,11.5,0.466,2.6,6.2,0.41600000000000004,2.3,3.1,0.757,1.8,1.4,0.5,3.6,4.1,1.9,0.5,0.3,15.7
211,Jerald Gillens-Butler,ELON,3,23.7,5.3,10.7,0.5,0.7,3.3,0.2,4.3,6.0,0.722,0.3,2.3,3.0,2.3,5.3,1.7,0.3,0.0,15.7
212,Jamison Overton,UVU,19,30.6,5.8,11.5,0.507,0.3,1.2,0.22699999999999998,3.7,6.2,0.598,2.5,3.2,1.1,3.1,4.2,2.2,1.4,0.9,15.6
213,K.J. Williams,MSU,26,28.5,6.3,11.1,0.5670000000000001,1.0,2.4,0.413,2.0,3.0,0.667,2.1,2.6,2.6,5.9,8.5,1.0,1.0,0.6,15.6
214,Javion Hamlet,UNT,28,32.9,5.4,12.4,0.434,1.0,2.8,0.377,3.8,4.3,0.883,2.4,2.1,0.4,3.3,3.8,4.5,0.5,0.0,15.6
215,Mike Bothwell,FU,25,32.3,5.9,12.2,0.484,1.2,4.3,0.278,2.6,3.2,0.825,2.2,2.1,1.5,3.4,4.9,2.9,1.6,0.2,15.6
216,Myron Gordon,SU,10,24.9,5.4,11.6,0.466,1.2,3.8,0.316,3.6,4.8,0.75,1.7,2.9,0.8,2.4,3.2,1.7,0.7,0.1,15.6
217,Bul Kuol,UDM,22,36.1,5.4,11.8,0.45799999999999996,2.5,5.9,0.415,2.3,3.0,0.785,2.3,2.3,1.2,3.6,4.8,2.0,1.3,0.5,15.6
218,Trey Woodbury,UVU,22,32.0,5.3,11.3,0.47200000000000003,1.6,4.4,0.365,3.4,4.0,0.831,2.8,3.0,0.4,3.6,4.0,3.8,0.9,0.3,15.6
219,Zep Jasper,C of C,19,32.6,5.7,13.0,0.43700000000000006,2.0,5.8,0.345,2.2,2.5,0.875,1.3,2.1,0.8,2.9,3.7,2.6,0.8,0.1,15.6
220,James Akinjo,U of A,26,34.9,4.8,12.6,0.379,2.0,5.0,0.408,4.0,4.9,0.8190000000000001,2.3,2.0,0.3,2.0,2.3,5.4,1.4,0.0,15.6
221,Meikkel Murray,CMU,23,31.0,6.4,12.3,0.519,0.2,0.7,0.267,2.6,4.0,0.659,2.4,1.6,2.1,4.0,6.1,1.3,1.1,0.1,15.6
222,Ezra Manjon,UCD,18,34.0,5.5,13.0,0.423,0.5,2.2,0.225,4.1,4.7,0.8690000000000001,2.3,2.0,0.6,1.9,2.5,3.3,0.9,0.2,15.6
223,Trevion Williams,PU,28,25.1,6.8,13.0,0.525,0.0,0.1,0.0,1.9,3.8,0.5,2.4,2.9,3.7,5.4,9.1,2.2,0.7,0.6,15.5
224,Rasir Bolton,ISU,21,33.1,5.6,12.1,0.45899999999999996,1.0,3.3,0.314,3.3,4.0,0.843,3.2,2.5,0.4,4.3,4.8,3.9,1.3,0.1,15.5
225,Darius McGhee,LIB,29,30.2,5.4,12.0,0.452,3.3,8.0,0.408,1.4,1.7,0.8540000000000001,1.3,1.4,0.4,4.0,4.4,2.1,0.8,0.4,15.5
226,Mac McClung,TTU,29,30.4,5.1,12.2,0.419,1.6,4.7,0.34299999999999997,3.7,4.7,0.7929999999999999,1.9,1.9,0.4,2.3,2.7,2.1,0.8,0.3,15.5
227,Ramiir Dixon-Conover,SFU,18,33.6,5.4,12.6,0.43200000000000005,1.0,3.4,0.295,3.6,4.8,0.747,3.4,2.8,1.3,4.3,5.6,4.4,1.9,0.2,15.5
228,"Troy Baxter, Jr.",MSU,22,26.9,5.3,12.4,0.426,1.9,5.5,0.35,3.0,4.1,0.7440000000000001,2.1,2.7,1.2,3.1,4.4,1.0,0.6,1.6,15.5
229,Noah Gurley,FU,25,29.2,5.8,12.0,0.488,1.5,4.5,0.33899999999999997,2.2,3.2,0.691,2.3,2.4,1.2,4.6,5.8,2.5,0.9,1.1,15.4
230,Matt Mitchell,SDSU,25,29.7,4.6,10.6,0.436,1.2,3.7,0.337,4.9,6.1,0.809,2.3,2.3,0.9,4.6,5.6,2.0,1.4,0.2,15.4
231,Quade Green,UW,25,31.7,5.7,13.3,0.428,1.4,4.6,0.313,2.6,3.0,0.868,3.5,2.5,0.4,2.6,3.0,3.6,1.1,0.0,15.4
232,Baylor Scheierman,SDSU,23,35.3,5.2,10.4,0.498,2.5,5.7,0.43799999999999994,2.6,3.1,0.845,2.0,1.2,0.6,8.7,9.2,4.0,1.0,0.2,15.4
233,Ty Rowell,CBU,23,36.7,4.9,12.1,0.405,2.4,6.0,0.40299999999999997,3.2,4.2,0.76,2.4,2.2,0.5,1.4,1.9,5.8,0.7,0.0,15.4
234,Troy Green,UNO,25,32.4,5.4,11.0,0.491,0.5,1.6,0.33299999999999996,4.0,5.0,0.802,3.1,2.8,1.1,4.4,5.6,2.5,1.2,0.0,15.4
235,Jahvon Blair,GU,25,34.7,5.1,13.0,0.39299999999999996,2.6,7.5,0.35100000000000003,2.5,2.9,0.8490000000000001,2.5,1.6,0.6,3.0,3.6,3.6,0.7,0.0,15.4
236,Aaron Henry,MSU,28,32.4,5.8,13.0,0.449,0.9,2.9,0.29600000000000004,2.9,3.8,0.762,2.9,2.2,1.4,4.2,5.6,3.6,1.3,1.3,15.4
237,Cameron Johnson,SFA,21,30.6,5.6,10.6,0.532,1.2,3.1,0.379,2.9,4.2,0.693,2.0,2.0,0.7,3.8,4.5,1.9,1.2,0.2,15.3
238,M.J. Randolph,FAMU,18,37.4,5.8,12.6,0.46,0.1,0.3,0.33299999999999996,3.7,5.6,0.653,2.9,1.9,1.2,5.3,6.4,4.4,1.7,0.0,15.3
239,Marcus Weathers,DUQ,18,29.6,5.5,11.4,0.48100000000000004,0.7,2.3,0.31,3.6,5.7,0.637,2.3,2.4,2.7,4.8,7.5,1.5,0.9,0.7,15.3
240,Marques Wilson,LU,15,32.3,6.0,13.6,0.441,1.1,3.5,0.321,2.2,3.3,0.6729999999999999,2.5,2.6,0.9,3.2,4.1,2.8,1.6,0.3,15.3
241,Ryan Allen,UD,15,35.7,5.2,12.8,0.406,2.0,6.8,0.294,2.9,4.5,0.647,2.4,2.6,0.3,2.5,2.8,2.7,0.3,0.2,15.3
242,Isaiah Stevens,CSU,28,35.1,5.4,11.6,0.465,1.8,4.2,0.42700000000000005,2.8,3.2,0.865,3.1,2.0,0.5,3.8,4.2,5.4,1.1,0.1,15.3
243,A.J. Walker,AF,25,36.4,5.5,11.8,0.46299999999999997,2.1,5.3,0.391,2.3,3.0,0.76,2.0,2.0,0.4,2.6,3.0,2.6,1.6,0.2,15.3
244,Myreon Jones,PSU,25,30.2,5.1,12.9,0.39399999999999996,2.4,6.1,0.395,2.7,3.5,0.773,1.2,1.4,0.8,1.9,2.7,2.0,1.3,0.1,15.3
245,Joshua Mballa,UB,22,29.3,5.5,11.2,0.486,0.2,0.9,0.25,4.1,6.1,0.679,2.4,2.5,4.3,6.5,10.8,1.9,1.5,0.5,15.3
246,Marvin Johnson,EIU,26,30.4,6.1,13.3,0.455,1.0,3.3,0.306,2.1,2.9,0.733,4.5,2.6,1.3,4.0,5.2,4.7,1.9,0.6,15.3
247,Montre Gipson,TSU,19,32.7,5.6,10.2,0.5489999999999999,1.4,2.7,0.5,2.7,3.2,0.852,1.3,1.2,0.8,3.1,3.8,3.0,1.4,0.0,15.3
248,Devontae Shuler,UM,27,32.9,5.6,13.6,0.409,2.0,5.8,0.34,2.2,2.9,0.7659999999999999,2.4,1.4,0.6,2.4,3.0,3.3,1.6,0.1,15.3
249,Jawaun Daniels,PVAMU,21,30.3,6.0,11.0,0.541,1.7,4.0,0.429,1.6,2.5,0.642,1.8,2.0,1.4,4.7,6.1,1.0,0.9,0.4,15.2
250,McKinley Wright,CU,32,32.5,5.6,11.6,0.48,0.9,2.9,0.301,3.2,3.8,0.8440000000000001,2.1,1.6,0.8,3.5,4.3,5.7,1.1,0.3,15.2
251,Jose Alvarado,GT,26,37.1,5.4,10.8,0.504,1.8,4.5,0.39,2.6,3.1,0.838,2.0,2.3,0.7,2.7,3.5,4.1,2.8,0.0,15.2
252,Tareq Coburn,HOF,21,33.2,4.3,9.9,0.43799999999999994,2.5,6.4,0.396,4.0,4.9,0.8240000000000001,1.3,2.3,1.1,2.6,3.8,0.9,1.2,0.8,15.2
253,Keve Aluma,VT,22,30.6,5.4,11.0,0.49,0.9,2.6,0.35100000000000003,3.5,4.9,0.722,1.9,2.4,2.5,5.4,7.9,2.2,0.7,1.3,15.2
254,Ty Groce,EMU,18,33.0,5.8,11.0,0.53,0.9,2.6,0.34,2.6,3.6,0.723,1.7,2.6,1.8,5.1,6.9,2.0,1.3,0.8,15.2
255,Sean Rhea,UTRGV,12,19.7,5.1,9.5,0.535,0.2,0.6,0.28600000000000003,4.8,6.5,0.7440000000000001,2.1,2.9,2.6,3.6,6.2,0.7,0.8,1.0,15.2
256,Josip Vrankic,SCU,20,29.4,5.3,11.9,0.444,0.6,2.6,0.226,4.0,5.6,0.705,2.7,2.4,1.6,6.7,8.2,1.9,0.9,0.3,15.2
257,Nick Muszynski,BEL,27,25.1,5.9,10.0,0.5870000000000001,0.1,0.5,0.14300000000000002,3.4,4.6,0.7340000000000001,1.4,1.7,1.3,4.2,5.6,1.7,0.2,1.6,15.1
258,Collin Welp,UCI,27,26.0,5.7,12.0,0.478,0.7,2.1,0.33899999999999997,3.0,3.6,0.816,1.5,1.6,1.0,6.5,7.6,1.5,1.2,0.6,15.1
259,Eric Ayala,UMD,29,33.5,4.8,11.0,0.43700000000000006,2.0,5.8,0.337,3.6,4.3,0.831,1.7,1.4,0.5,3.8,4.3,2.2,1.2,0.1,15.1
260,Damian Chong Qui,MSMU,23,36.8,4.8,12.7,0.375,1.6,4.8,0.336,3.9,4.9,0.804,2.7,2.2,0.2,4.0,4.2,5.3,0.9,0.1,15.1
261,Bryson Williams,UTEP,24,31.3,5.9,12.2,0.48100000000000004,0.8,2.8,0.27899999999999997,2.5,3.0,0.836,1.8,2.7,1.7,5.7,7.4,0.9,0.6,0.5,15.1
262,D.J. Horne,ISU,24,29.9,5.5,12.4,0.446,2.5,6.0,0.424,1.5,1.7,0.8540000000000001,2.3,2.3,0.2,3.5,3.7,2.7,1.5,0.2,15.1
263,Grant Basile,WRST,24,27.1,5.7,9.2,0.617,0.8,1.8,0.47600000000000003,2.8,4.2,0.6629999999999999,1.8,2.2,2.2,4.9,7.0,1.7,0.5,1.6,15.0
264,Michael Devoe,GT,26,34.9,5.2,11.5,0.456,2.2,5.6,0.4,2.3,3.1,0.753,2.6,1.7,0.7,3.6,4.3,3.4,1.3,0.3,15.0
265,Brandon Rachal,TU,23,31.5,5.3,12.0,0.442,1.4,4.4,0.314,3.0,4.1,0.726,2.5,2.9,1.7,5.5,7.2,2.2,1.6,0.8,15.0
266,"Cedric Henderson, Jr.",CAM,27,32.6,5.6,11.2,0.503,0.7,2.8,0.267,3.0,4.0,0.757,2.1,2.5,0.8,3.6,4.4,1.0,1.3,1.1,15.0
267,Josiah Allick,UMKC,22,26.9,6.0,10.5,0.573,0.7,2.0,0.35600000000000004,2.2,3.4,0.649,2.0,3.0,1.9,4.1,6.0,1.2,0.9,0.3,15.0
268,Khalil Shabazz,USF,25,29.8,5.1,13.9,0.365,2.5,7.5,0.33,2.4,3.1,0.7659999999999999,1.7,2.2,0.7,2.8,3.6,1.7,1.9,0.0,15.0
269,Myles Carter,DESU,18,29.7,5.4,13.0,0.419,1.2,3.9,0.314,2.9,3.3,0.8809999999999999,2.4,2.8,1.7,3.3,5.0,1.7,0.8,0.5,15.0
270,"Jermaine Jackson, Jr.",LIU,15,33.3,4.6,12.5,0.36700000000000005,2.4,7.1,0.34,3.4,3.9,0.8640000000000001,2.7,1.9,0.6,2.0,2.6,3.5,1.0,0.1,15.0
271,Brevin Galloway,C of C,4,23.8,5.0,12.2,0.408,3.2,7.8,0.419,1.8,2.5,0.7,1.8,0.5,0.2,2.8,3.0,2.8,1.5,0.5,15.0
272,Cameron Krutwig,L-IL,30,28.5,6.4,11.1,0.574,0.0,0.0,0.0,2.2,3.3,0.684,2.1,1.2,2.4,4.6,7.0,3.0,1.1,1.1,15.0
273,Davion Buster,LU,23,33.9,5.0,13.0,0.387,3.0,8.0,0.38,1.8,1.9,0.955,1.7,1.5,0.4,1.8,2.2,1.5,1.2,0.0,15.0
274,Corey Allen,GSU,22,31.8,5.0,11.3,0.444,2.8,6.6,0.425,2.1,2.5,0.8390000000000001,1.9,2.0,0.5,3.5,4.1,2.7,0.8,0.1,15.0
275,Neemias Queta,USU,29,30.0,5.8,10.3,0.5589999999999999,0.0,0.1,0.0,3.4,4.8,0.7070000000000001,2.4,2.4,2.9,7.3,10.1,2.7,1.1,3.3,14.9
276,Jake Stephens,VMI,25,31.5,4.9,10.4,0.467,1.4,4.3,0.315,3.8,4.7,0.812,2.4,2.0,1.2,6.6,7.8,3.4,0.7,1.6,14.9
277,Te'Jon Lucas,UWM,22,32.0,5.0,12.9,0.392,1.1,4.1,0.275,3.7,5.0,0.73,3.1,2.7,0.7,3.9,4.6,5.8,1.1,0.3,14.9
278,Jared Rhoden,SHU,27,34.6,5.0,11.7,0.429,1.4,4.5,0.303,3.5,4.2,0.833,1.8,2.1,1.5,5.2,6.7,1.9,1.2,0.4,14.9
279,Devante Carter,NSU,25,32.6,5.4,13.2,0.409,0.4,1.9,0.23399999999999999,3.6,5.3,0.6890000000000001,2.3,1.8,0.9,4.2,5.1,4.0,1.1,0.4,14.9
280,DeJuan Clayton,CSU,16,36.7,3.8,10.8,0.353,1.4,4.9,0.282,5.9,7.5,0.7829999999999999,2.8,2.2,0.2,3.5,3.8,5.2,1.6,0.0,14.9
281,Tre King,EKU,28,27.8,6.1,12.4,0.491,0.7,2.0,0.33899999999999997,2.0,3.0,0.679,2.0,3.5,2.0,4.2,6.2,1.0,1.5,1.2,14.9
282,Cameron Holden,UTM,21,27.4,4.7,11.2,0.41700000000000004,0.5,1.9,0.25,5.0,7.0,0.726,2.0,3.0,4.0,4.3,8.3,2.0,1.7,0.3,14.9
283,Ron Harper,RU,27,32.0,5.4,12.3,0.441,1.7,5.4,0.31,2.4,3.2,0.736,1.1,1.9,1.0,4.9,5.9,1.6,0.7,0.6,14.9
284,Travis Atson,SFC,19,30.2,5.7,11.3,0.509,1.6,4.1,0.397,1.7,2.1,0.825,2.2,2.3,1.7,5.0,6.7,2.0,1.4,0.2,14.8
285,Pedro Castro,HBU,25,30.0,5.4,11.4,0.475,2.0,4.1,0.48,2.1,2.4,0.8809999999999999,2.5,1.4,1.5,5.8,7.3,1.7,1.5,1.1,14.8
286,Joe Wieskamp,UI,31,29.3,5.2,10.6,0.491,2.4,5.1,0.462,2.1,3.1,0.677,1.4,1.5,1.2,5.5,6.6,1.7,0.9,0.3,14.8
